WSppCode,Genus,Species,Family,CommonName,USDACode,ZSppCode,ClonalityButler,USDACuttings,USDATuber,USDABareRoot,UDSASprigs,ClonalityOther,ClonalityOtherSource,ClonalityCitation,ClonalCongener,ClonalGrowthOrgans,ClonalityCat,ClonalityCatFinal,ClonalityNotes,ClonalityDone?,USDAGroup,USDAHabit,USDADuration,USDANativeStatus,USDANotes,Kew1000seeds_g,PollMode1,PollMode2,Self-Compat?,PollModeSource,PollModeCongener,PollModeCite,PollModeNotes,PollDone?,DispMode1,DispMode2,DustLikeWindDisp?,DispModeSource,DispMode1Congener,DispModeCite,DispersalDone?,DispersalNotes,FlowerColor1,FlowerColor2,FlowerColor3,FlowerColorSource,FlowerColorNotes,
VERCAN,Verbena,canadensis,Verbenaceae,rose mock vervain,GLCA2,VERCAN,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?stems few to several from rootstock, loosely ascending or creeping with ascending tips, rarely errect, sometimes rooting at lower",1,Dicot,Forb_herb,Perennial,N,,0.81,Bee,,0,illinois Wildlfowers,,http://www.illinoiswildflowers.info/prairie/plantx/rs_vervainx.htm,,1,Unassisted,,0,Kew,Verbena carolina L.,"Vazquez and Givnish, 1998",1,,,,,,,
GLEHED,Glechoma,hederacea,Lamiaceae,ground ivy,GLHE2,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/glehed/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.65,Bee,Fly,0,,,http://www.illinoiswildflowers.info/weeds/plants/ground_ivy.htm,,1,Unassisted,Ant,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/forb/glehed/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,1,,blue,,,Chadde2013,,
GRILAN,Grindelia,lanceolata,Asteraceae,narrowleaf gumweed,GRLA3,GRILAN,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,AnnSeed,NonClonal,"bienniel or per, but only flowers once -Y",1,Dicot,Forb_herb,PB,N,,0.7,Bee,,0,Primary Paper,Grindelia covasii,Roitman 1999,,1,Unassisted,,0,American Midlan Vol. 102 No. 2,,"Baskin and Baskin, 1979",1,,yellow,,,Chadde2013,,
GRISQU,Grindelia,squarrosa,Asteraceae,curlycup gumweed,GRSQ,,,,,,,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/grisqu/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,APB,N,,0.9,Bee,,0,,,Alston et al. 2007,,1,Wind,,0,USDA Forest Service,,http://www.fs.fed.us/database/feis/plants/forb/grisqu/all.html,1,,yellow,,,Chadde2013,,
HASSUA,Hasteola,suaveolens,Asteraceae,false Indian plantain,HASU3,,,,,,,1,New England Plant Conservation Program,www.newfs.org/docs/pdf/Hasteolasuaveolens.pdf,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,,,Clements and Gracie 2006,,1,Unassisted,,0,Field Knowledge,,"JH, Field Knowledge",1,,white,,,Chadde2013,white or light pink,
HEMFUL,Hemerocallis,fulva,Liliaceae,orange daylily,HEFU,,,,,,,1,US Forest Service,http://www.fs.fed.us/ne/delaware/ilpin/1468.co,,Tuber,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,I,,27.9,Butterfly,Bee,0,Journal of Plant Research Vol 119,,Yasumoto and Yahara 2006,,1,Unassisted,,0,Field Knowledge,,"JH, Field Knowledge",1,,orange,,,Voss&Reznicek2011,,
HELGIG,Helianthus,giganteus,Asteraceae,giant sunflower,HEGI,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,3.22,Bee,Butterfly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,,1,Unassisted,,0,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HELGRO,Helianthus,grosseserratus,Asteraceae,sawtooth sunflower,HEGR4,,0,0,0,1,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/swt_sunflowerx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,1.97,Bee,Fly,0,,,Stuessy et al 1986,,1,Unassisted,,0,Illinois Wild Flowers,Helianthus giganteus,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HELHEL,Heliopsis,helianthoides,Asteraceae,smooth oxeye,HEHE5,HELHEL,0,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizome,PerClonPhl,ClonalPhl,"sometimes has a short, stout rhiz -Y",1,Dicot,Forb_herb,Perennial,N,,4.15,Bee,,0,Primary paper,,"Dickinson and McKone, 1992",,1,Unassisted,,0,US dep. Agriculture,,"Wynia and Shadow, 2009",1,Information entered prior to Summer 2014 Tech team.,yellow,,,Chadde2013,,
HEDHIS,Hedeoma,hispida,Lamiaceae,rough false pennyroyal,HEHI,,0,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.2,Bee,Fly,0,Illinois Wildflowers,H. pulegioides,http://www.illinoiswildflowers.info/woodland/plants/am_pennyroyal.htm,,1,Unassisted,,0,Illinois Wildflowers,Hedeoma pulegioides,http://www.illinoiswildflowers.info/woodland/plants/am_pennyroyal.htm,1,,blue,,,Chadde2013,,
HELHIR,Helianthus,hirsutus,Asteraceae,hairy sunflower,HEHI2,HELHIR,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,"Long-creeping rhiz, sometimes occurring in dense colonies -Y",1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/hry_sunflower.html,,1,Unassisted,Wind,0,Friends of Eloise Butler Wildflower Garden ,,http://www.friendsofeloisebutler.org/pages/plants/hairysunflower.html,1,,yellow,,,Chadde2013,,
HELSPP,Helianthemum,Mill.,Cistaceae,frostweed,HELIA2,,,,,,,,,,,,,,Do not need to do because specific species are listed,1,Dicot,,,NI,,,Bee,Fly,0,,Helianthemum nummularium,Lack 1982,,1,,,0,,,,1,Do not  need to do because specific species are listed.,,,,,,
HELMAX,Helianthus,maximiliani,Asteraceae,Maximilian sunflower,HEMA2,HELMAX,,0,0,1,1,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,"Short-creeping, branched rhiz, often occurring as dense colonies of stems -Y",1,Dicot,Forb_herb,Perennial,N,,2,Bee,Butterfly,0,USDA,,http://www.nrcs.usda.gov/Internet/FSE_PLANTMATERIALS/publications/txpmcrb10688.pdf,,1,Unassisted,,0,Illinois Wild Flowers,Helianthus giganteus,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HESMAT,Hesperis,matronalis,Brassicaceae,dames rocket,HEMA3,,,0,0,0,0,0,US Forest Service,http://na.fs.fed.us/spfo/invasiveplants/factsheets/pdf/dames-rocket.pdf,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,PB,I,,3.1,Bee,Fly,0,,,"Majetic et al., 2009",Sometimes moths,1,Unassisted,Wind,1,USDA Forest Service,,http://na.fs.fed.us/spfo/invasiveplants/factsheets/pdf/dames-rocket.pdf,1,,purple,,,Chadde2013,,
HERLAN,Heracleum,lanatum,Apiaceae,common cowparsnip,HEMA80,,,0,0,0,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/herlan/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,6,Fly,,0,,,"Tooker et al., 2006",,1,Wind,,0,Friends of Eloise butler,,http://www.friendsofeloisebutler.org/pages/plants/cowparsnip.html,1,,white,,,Chadde2013,,
HELMOL,Helianthus,mollis,Asteraceae,ashy sunflower,HEMO2,HELMOL,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,"Long-creeping, branched rhiz, usually occurring in colonies",1,Dicot,Forb_herb,Perennial,N,,4.7,Bee,,0,USDA,,http://plants.usda.gov/plantguide/pdf/pg_hemo2.pdf,,1,Unassisted,,0,Illinois Wild Flowers,Helianthus giganteus,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HELOCC,Helianthus,occidentalis,Asteraceae,fewleaf sunflower,HEOC2,HELOCC,1,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonGuer,ClonalGuer,"Ilong-creeping branched rhiz and sometimes also stolons, often occurring in colonies -Y",1,Dicot,Forb_herb,Perennial,N,,2.6,Bee,Fly,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ws_sunflower.html,,1,Unassisted,,0,Illinois Wild Flowers,Helianthus giganteus,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HELPAU,Helianthus,pauciflorus,Asteraceae,stiff sunflower,HEPA19,,1,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/pr_sunflowerx.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,7.77,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_sunflowerx.htm,,1,Unassisted,,0,Illinois Wild Flowers,Helianthus giganteus,http://www.illinoiswildflowers.info/wetland/plants/gnt_sunflower.html,1,,yellow,,,Chadde2013,,
HEURIC,Heuchera,richardsonii,Saxifragaceae,Richardson's alumroot,HERI,,0,,,,,0,,,,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,0.06,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_alumrootx.htm,,1,Wind,,1,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_alumrootx.htm,1,,,,,,,
STISPA,Stipa,spartea,Poaceae,porcupinegrass,HESP11,,1,0,0,0,0,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/graminoid/hesspa/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,,1,Monocot,Graminoid,Perennial,N,,,Wind,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/porcupine_grass.htm,,1,Adhesive,,0,Field Knowledge,,"LL and AA, Field Knowledge",1,,,,,,,
HELSTR,Helianthus,strumosus,Asteraceae,paleleaf woodland sunflower,HEST,,1,,,,,1,Friends of Eloise Butler,http://www.friendsofeloisebutler.org/pages/plants/paleleavedsunflower.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,5.27,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/pr_sunflowerx.htm,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/paleleavedsunflower.html,1,,yellow,,,Chadde2013,,
HELTEN,Heliotropium,tenellum,Boraginaceae,pasture heliotrope,HETE3,HELTEN,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,1.6,Bee,Fly,0,Primary article,Heliotropium Spp.,"Grant, 1949",,1,Unassisted,,0,Kew,H. marifolium,"Sen, 1982",1,,,,,,,
HELTUB,Helianthus,tuberosus,Asteraceae,Jerusalem artichoke,HETU,,,0,1,0,0,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/ja_sunflowerx.htm,,Rhizome and Tuber,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,3.8,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ja_sunflowerx.htm,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/jerusalemartichoke.html,1,,yellow,,,Chadde2013,,
HIEAUR,Hieracium,aurantiacum,Asteraceae,orange hawkweed,HIAU,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/hieaur/all.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,I,,0.15,Wind,Bee,0,,,Heinrich 1976,See figure 1 in paper,1,Wind,,0,Kew,Hieracium pilosella,"Groves, 1996",1,,,,,Chadde2013,bright orange-red,
HIEKAL,Hieracium,kalmii,Asteraceae,Kalm's hawkweed,HIKA2,,,,,,,1,US Department of Agriculture,"Harrington and Reichard, 2007",Hieracium Spp,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/north_hawkwd.html,,1,Wind,,0,Kew,Hieracium pilosella,"Groves, 1996",1,,,,,,,
HIELON,Hieracium,longipilum,Asteraceae,hairy hawkweed,HILO2,,,,,,,1,US Forest Service,http://www.nrs.fs.fed.us/data/il/ilpin/spp/?spp=1491,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.31,Bee,Fly,0,Illinois Natural History Survey,,http://www.inhs.illinois.edu/animals_plants/prairie/plants/prairietable1.html,,1,Wind,,0,Kew,Hieracium pilosella,"Groves, 1996",1,,yellow,,,Chadde2013,,
HOULON,Houstonia,longifolia,Rubiaceae,longleaf summer bluet,HOLO,,,,,,,1,The American Midland Naturalist Vol. 141 No. 2,"Beliveau and Wyatt, 1999",,,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ll_bluets.htm,,1,Unassisted,,1,Illinois wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/ll_bluets.htm,1,,,,,,,
HOUPUR,Houstonia,purpurea,Rubiaceae,Venus' pride,HOPU2,HOUPUR,,,,,,0,Field Knowledge,"JM, Field knowledge",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,,Bee,Fly,0,USFWS,Site specifically refers to H. purpurea var montana,http://www.fws.gov/raleigh/species/es_roan_mtn_bluet.html,Also pollinated by beetles and ants,1,Unassisted,Wind,1,Field Knowledge,,"JM, Field knowledge",1,,,,,,,
HUDTOM,Hudsonia,tomentosa,Cistaceae,woolly beachheather,HUTO,,,1,0,1,0,0,,,,,PerNoClon,NonClonal,,1,Dicot,Shrub,Perennial,N,,0.63,Fly,,0,,,,,1,Unassisted,,0,USDA Forest Service,Hudsonia ericoides,http://www.fs.fed.us/database/feis/plants/shrub/huderi/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,1,,,,,,,
HYPPYR,Hypericum,pyramidatum,Clusiaceae,great St. Johnswort,HYAS80,,,0,0,0,1,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/wetland/plants/giant_stjohn.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.12,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/giant_stjohn.htm,,1,Wind,Unassisted,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,,
HYPCAN,Hypericum,canadense,Clusiaceae,lesser Canadian St. Johnswort,HYCA7,,,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,,Bee,,0,Illinois wildflowers,H. perforatum,http://www.illinoiswildflowers.info/weeds/plants/cm_stjohnwort.htm,,1,Wind,Unassisted,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,,
HYPGEN,Hypericum,gentianoides,Clusiaceae,orangegrass,HYGE,,,0,0,0,1,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,0.03,Bee,,0,Illinois wildflowers,H. perforatum,http://www.illinoiswildflowers.info/weeds/plants/cm_stjohnwort.htm,,1,Wind,Unassisted,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,,
HYPHIR,Hypoxis,hirsuta,Liliaceae,common goldstar,HYHI2,HYPHIR,0,0,0,0,0,0,Illinois Wildflowers,http://www.illinoiswildflowers.info/prairie/plantx/yl_stargrassx.htm,,,PerNoClon,NonClonal,corms,1,Monocot,Forb_herb,Perennial,N,,0.39,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/yl_stargrassx.htm,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/yl_stargrassx.htm,1,,,,,,,
HYPKAL,Hypericum,kalmianum,Clusiaceae,Kalm's St. Johnswort,HYKA,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/cm_stjohnwort.htm,H. perforatum,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Shrub,Perennial,N,,0.08,Bee,,0,,,"Grundel et al., 2011",,1,Wind,Unassisted,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,,
HYPPER,Hypericum,perforatum,Clusiaceae,common St. Johnswort,HYPE,,,,,,,1,US Forest Service,http://www.fs.fed.us/database/feis/plants/forb/hypper/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,Lateral roots and root crowns,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,I,,0.2,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/cm_stjohnwort.htm,,1,Wind,,1,Kew,,"Rutledge, 2007",1,,yellow,,,Chadde2013,"yellow, black-dotted only on margins",
HYPPUN,Hypericum,punctatum,Clusiaceae,spotted St. Johnswort,HYPU,HYPPUN,,0,0,0,1,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,?often with short to long rhizomes.? -Y,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/sp_stjohnwortx.htm,,1,Wind,Bird,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,with black dots and lines,
HYPSPH,Hypericum,sphaerocarpum,Clusiaceae,roundseed St. Johnswort,HYSP2,HYPSPH,,,,,,1,Flora of MO,"Yatskievych 1999, 2006, 2013",,Rhizomes,PerClonPhl,ClonalPhl,"?sometimes with short, poorly developed rhizomes.? -Y",1,Dicot,Forb_herb,Perennial,N,,0.71,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/rf_stjohnwortx.htm,,1,Wind,Bird,1,Kew,Hypericum gramineum,McIntyre et al. 2005,1,,yellow,,,Chadde2013,,
HYDVIR,Hydrophyllum,virginianum,Hydrophyllaceae,eastern waterleaf,HYVI,,,,,,,1,US Forest Service,http://www.nrs.fs.fed.us/data/il/ilpin/spp/?spp=1519,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/va_waterleaf.htm,,1,Unassisted,,0,Illinois wildflowers,,http://www.illinoiswildflowers.info/woodland/plants/va_waterleaf.htm,1,,,,,,,
IMPCAP,Impatiens,capensis,Balsaminaceae,jewelweed,IMCA,,,0,0,0,0,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,N,,7.03,Bee,,0,,,"Rust, 1977",,1,Ballistic,,0,Friends of Eloise Butler,,http://www.friendsofeloisebutler.org/pages/plants/spottedjewelweed.html,1,,,,,,,
IONLIN,Ionactis,linariifolius,Asteraceae,flaxleaf whitetop aster,IOLI2,IONLIN,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/savanna/plants/flax_aster.htm,,Rhizomes,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/savanna/plants/flax_aster.htm,,1,Wind,,0,USDA,,,1,Information entered prior to Summer 2014 Tech team.,,,,,,
IPOHED,Ipomoea,hederacea,Convolvulaceae,ivyleaf morning-glory,IPHE,,,,,,,0,University of California,http://www.ipm.ucdavis.edu/PMG/WEEDS/morningglories.html,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,Annual,I,,28.2,Bee,,0,International Journal of Plant Science Vol 167 No. 6,,"Wolfe and Sowell, 2006",,1,Unassisted,,0,Kew,Ipomoea purpurea (L.) Roth,"Vazquez and Givnish, 1998",1,,,,,,,
IPOPAN,Ipomoea,pandurata,Convolvulaceae,man of the earth,IPPA,IPOPAN,,,,,,0,Flora of MO,"Yatskievych 1999, 2006, 2013",,,PerNoClon,NonClonal,"?plants per, with a somewhat woody roostock and a large, deep-set tuberous portion of the main root.? -Y",1,Dicot,Forb_herb,Perennial,N,,43,Bee,,0,American Journal of Botany Vol. 69 No. 6,,"Stucky and Beckmann, 1982",,1,Wind,,0,University of Michigan,, http://climbers.lsa.umich.edu/?p=240,1,,,,,,,
IRIVIR,Iris,virginica,Iridaceae,Virginia iris,IRVI,,1,0,0,0,0,1,US Forest Service,http://www.fs.fed.us/wildflowers/beauty/iris/Blue_Flag/iris_virginica.shtml,,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Forb_herb,Perennial,N,,32.27,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/blueflag.htm,,1,Unassisted,Water,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/wetland/plants/blueflag.htm,1,,,,,,,
JUNVIR,Juniperus,virginiana,Cupressaceae,eastern redcedar,JUVI,,,1,0,1,0,0,US Forest Service,http://www.na.fs.fed.us/pubs/silvics_manual/Volume_1/juniperus/virginiana.htm,,,PerNoClon,NonClonal,Cuttings,1,Gymnosperm,Tree,Perennial,N,,15.1,Wind,,0,Atmospheric Environment Vol 41,,"Bowker and Crenshaw, 2007",,1,Bird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
KOEMAC,Koeleria,macrantha,Poaceae,prairie Junegrass,KOMA,,1,0,0,0,0,1,Journal of Ecology Vol. 88,"Dixon, 2000",,Rhizome,PerClonPhl,ClonalPhl,,1,Monocot,Graminoid,Perennial,N,,0.32,Wind,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/grasses/plants/june_grass.htm,,1,Unassisted,,0,Minnesota Wildflowers,,https://www.minnesotawildflowers.info/grass-sedge-rush/junegrass,1,,,,,,,
KRIBIF,Krigia,biflora,Asteraceae,twoflower dwarfdandelion,KRBI,,0,,,,,1,US Forest Service,http://www.fs.fed.us/ne/delaware/ilpin/1623.co,,,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,0.4,Bee,Fly,0,,Krigia Genus,"Kim and Turner, 1992",,1,Wind,,0,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/savanna/plants/tf_cynthia.htm,1,,,,,,,
ROSMUL,Rosa,multiflora,Rosaceae, multiflora rose,ROMU,,,,,,,0,US Forest Service,http://www.fs.fed.us/database/feis/plants/shrub/rosmul/all.html#BOTANICAL%20AND%20ECOLOGICAL%20CHARACTERISTICS,,,PerNoClon,NonClonal,,1,Dicot,Subshrub,Perennial,I,USDAHabit also vine,8.4,Bee,,0,Plants for a future,,http://www.pfaf.org/user/Plant.aspx?LatinName=Rosa+multiflora,,1,MammalBird,,0,Kew,,"Young and Young, 1992",1,,,,,,,
LACCAN,Lactuca,canadensis,Asteraceae,Canada lettuce,LACA,LACCAN,0,,,,,0,,,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,AB,N,,1.47,Bee,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/wild_lettucex.htm,,1,Wind,,0,Kew,Lactuca serriola L.,"Rutledge and McLendon, 2007",1,,,,,,,
LACSPP,Lactuca,L.,Asteraceae,lettuce,LACTU,LACSPP,,,,,,,,,,,,,Do  not need to do since specific species are listed.,1,Dicot,Forb_herb,,NI,,,,,0,,,,Do not need to do because specific species are listed.,1,,,0,,,,1,"Specific species listed, do not need to do.",,,,,,
LATPAL,Lathyrus,palustris,Fabaceae,marsh pea,LAPA4,,1,,,,,1,Botanical Gazette Vol. 72 No. 6,"Emerson, 1921",,Rhizome,PerClonGuer,ClonalGuer,,1,Dicot,Forb_herb,Perennial,N,,15.3,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/wetland/plants/marsh_pea.html,,1,Unassisted,,0,Illinois Wild Flowers,,http://www.illinoiswildflowers.info/wetland/plants/marsh_pea.html,1,,,,,,,
LATVEN,Lathyrus,venosus,Fabaceae,veiny pea,LAVE,,1,,,,,1,Friends of Eloise Butler,http://www.friendsofthewildflowergarden.org/pages/plants/veinypea.html,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,N,,32.76,Bee,,0,University of Michigan,,http://climbers.lsa.umich.edu/?p=298,,1,Unassisted,,0,Friends of Eloise Butler,,http://www.friendsofthewildflowergarden.org/pages/plants/veinypea.html,1,,,,,,,
LEOCAR,Leonurus,cardiaca,Lamiaceae,common motherwort,LECA2,,,,,,,1,Illinois Wildflowers,http://www.illinoiswildflowers.info/weeds/plants/motherwort.htm,,Rhizome,PerClonPhl,ClonalPhl,,1,Dicot,Forb_herb,Perennial,I,,1,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/motherwort.htm,,1,Unassisted,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/weeds/plants/motherwort.htm,1,,,,,,,
LEPCAM,Lepidium,campestre,Brassicaceae,field pepperweed,LECA5,,,,,,,0,Biological invasions vol. 8,Liu et al. 2006,,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,AB,I,,2.26,Fly,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/field_ppgrass.htm,Check literature,0,Ballistic,,0,Kew,,Garrison et al. 2000,1,,,,,,,
LESCAP,Lespedeza,capitata,Fabaceae,roundhead lespedeza,LECA8,LESCAP,0,0,0,0,0,0,Kansas State University,"Janke, 2004",,,PerNoClon,NonClonal,,1,Dicot,Forb_herb,Perennial,N,,2.9,Bee,,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/prairie/plantx/rh_bushcloverx.htm,,1,MammalBird,,0,Illinois Wildflowers,,http://www.illinoiswildflowers.info/prairie/plantx/rh_bushcloverx.htm,1,,,,,,,
LEPDEN,Lepidium,densiflorum,Brassicaceae,common pepperweed,LEDE,,,,,,,0,Biological invasions vol. 8,Liu et al. 2006,Lepidium campeste,,AnnSeed,NonClonal,,1,Dicot,Forb_herb,AB,NI,,0.8,Bee,Fly,0,Illinois Wildflower,,http://www.illinoiswildflowers.info/weeds/plants/gf_peppergrass.htm,,1,Ballistic,,0,Field Knowledge,,"WIMO team, Field knowledge",1,,,,,,,
LESLEP,Lespedeza,leptostachya,Fabaceae,prairie lespedeza,LELE5,,,,,,,1,US Forest Service,http://www.fs.fed.us/ne/delaware/ilpin/1702.co,,Stolons,PerClonPhl,ClonalPhl,,1,Dicot,Shrub,Perennial,N,,1.79,Bee,,0,,Lespedeza spp.,"Clewell, 1964",,1,Unassisted,,0,Kew,Lespedeza thunbergii,"Young and Young, 1992",1,,,,,,,
